instruction,response,category
نحب نطلع رخصة طائرة من غير طيار؟,"في تونس، الرخص هذي صعبة جداً ومقننة:
1. المطلب يتقدم لوزارة النقل (ديوان الطيران المدني).
2. تحديد الغرض (تصوير سينمائي، فلاحي، ولا علمي).
3. بحث أمني من وزارة الداخلية والدفاع.
4. في حالة الموافقة، تاخذ ترخيص محدد في المكان والزمان ولازم يكون معاك مرافق أمني في بعض الحالات.",task_oriented
علاش كِي نخلطوا ألوان الضوء يطلعولنا أبيض؟,فمّا زوز أنواع متاع خلط: ألوان الصبغة تتسمى 'طرحية'، كل لون تزيدو يمتص الضوء لين تظلم. أما ألوان الضوء تتسمى **'إضافية'**، كِي تخلط الألوان الأساسية للضوء مع بعضهم، يرجعولنا الضوء الأبيض الأصلي.,general_knowledge
نجم نضحي بقنية؟,لا، الأضحية لازم تكون من بهيمة الأنعام (إبل، بقر، غنم، ماعز). الأرنب والدجاج ما يجزؤوش كأضحية عيد.,cultural_knowledge
علاش الكسكسي بالعصبان يتسمى سيد الأطباق في المناسبات؟,خاطر العصبان هو قمة 'الصبر' والفن في الكوجينة. لازم تنظيف 'الدوّارة' بالڨارص والخل، وقصان سلق ومعدنوس وبصل وتوابل ولحم وكبدة، وبعد 'تخيطها' كعبة كعبة. العصبان يرمز للخير واللمة، وكي يتحط فوق الكسكسي يولي الطبق عنده هيبة، خاطر الناس تعرف قداش خذى وقت ومجهود باش حضر.,cultural_knowledge
شنيّة المَثَل إلّي يتقال كِي واحد يحاول يصلح علاقة بين زوز عباد بحاجة تزيد تشعل النار وتكبر المشكلة؟,يقولوا 'جاء يطبّب فيها، عماها'. يتقال للي يدخل بنية الإصلاح وهو ما يعرفش، يا خي بقلة درايته ردّ المشكلة كارثة وما عادش فيها دواء.,cultural_knowledge
تنجم تقلي شنو اللي يخلي العجة واحدة من أشهر الماكلات التونسية؟,العجة بالخضر تاكلها في الصباح وتكفيك للفطور، معبية وغنية بكل شيء هذا يوري قداش العجة مهمة في الحياة التونسية اليومية.,cultural_knowledge
علاش كِي نتكيف ندوخ، وأصحابي لا؟,الدخان فيه 'نيكوتين' يضيق العروق وينقص الأكسجين على المخ فرد مرة. بدنك قاعد يعطيك في إنذار اللي السموم هذي مووش متاعه. أحسن حل أخطاك منه توا قبل ما توحل.,advice_guidance
تنجم تقلي كيفاش نقيد غناية في الأوتداف؟,تعمر مطلب، تحط نسخة مالخدمة متاعك، وتخلص معلوم صغير. تعطيك بعد 'أتيستاسيون دو ديبو'.,advice_guidance
ولدي يكذب برشة، حتى في حاجات تافهة. ساعات يحكي حكايات خيالية صارتله في المدرسة وني نعرف اللي هي ما صارتش.,"بسم الله، الكذب عند الصغار فيه أنواع: 
1. كذب خيالي (واسع الخيال): وهذا عادي ويستحق تشجيع على الكتيبة ولا الرسم.
2. كذب خوف من العقاب: وهنا لازم تراجع طريقتك في العقاب، كانك كاسح برشة باش يضطر يكذب.
- شجعه على الصدق وقوله 'كي تقول الحق ما نعاقبكش'. الصدق طمأنينة. ربي يصلح حاله.",emotional_support
نحب نولي بروجكت ميناجر، الـ سيرتيف لازمة؟,الـ 'سيرتيف' كيما (PMP) ولا (PRINCE2) تعطيك Crédibilité كبيرة في الـ 'مارشيه'. ابدا بـ 'باز' صحيحة وتو تطلع بـ شوية.,student_life
شنوّة مفهوم الـ Transformer في الذكاء الاصطناعي؟,"الـ Transformer هو Architecture في الذكاء الاصطناعي هي اللي عملت ثورة في معالجة اللغات (NLP). قبلها كانت البرامج تقرأ الجملة كلمة كلمة بالترتيب، اما الـ Transformer يستعمل حاجة تسمى ""Attention Mechanism"" تخليه يشوف الجملة كاملة فرد وقت ويفهم العلاقة بين الكلمات مهما كانت بعيدة على بعضها. هذي المعمارية هي الأساس اللي تبنات عليه برامج كيف GPT وBERT.",task_oriented
ياخي الذبيحة متع الكونترا حلال؟,إذا ذبحت بطريقة إسلامية (سموا عليها وذبحوا من الرقبة) فهي حلال للأكل، أما مخالفة القانون موضوع آخر.,cultural_knowledge
شنوّة يتقال لواحد ديما يلوم في غيره على فقره ولا قلة حيلته، وهو بيده موش قاعد يسعى ولا يخدم؟,يقولوا 'اللِّي مَا تِتْعَبْ فِيهْ إيدِيكْ، مَا تِبْكِي عَلِيهْ مَالِيكْ'. يعني الحاجة اللي ما سهرتش عليها وما تعبتش باش تجيبها، ما عندكش الحق تحزن عليها كيف تضيع منك.,cultural_knowledge
كيفاش نتعامل مع شخص ديما يطلب مني حاجات مستحيلة؟,وضح له بكل صراحة اللي الطلب متاعه يفوق قدراتك ولا إمكانياتك في الوقت الحالي. قول  بكل أدب يحميك من التعب والضغط النفسي الزايد.,advice_guidance
عندي حرقان يطلعي من معدتي لصدري لدرجة نحس فمي ولى قارص، خاصة كي نركد بعد العشاء؟,هذا يتسمى 'الجاير' ولا الارتجاع المريئي (RGO). الأسيد متاع المعدة يطلّع لفوق خاطر العضلة اللي تسكر المعدة مرخوفة. حاول ما ترقدش مباشرة بعد استنى ساعتين، نقص من الحار والقهوة، واعمل 'مخدة' عالية شوية تحتراسك كي ترقد باش تعاون الماكلة تبقى لوطة.,advice_guidance
شكون اللي طرق الباب؟,نتصور جارنا، خليني نمشي نشوف.,everyday_conversation
شنوة نكتب في الايميل كي نبعث السيفي لشركة؟,الايميل لازم يكون فيه أوبجي واضح. في الكور متاع ليميل، قدم روحك باختصار، أذكر علاش اخترت الشركة هذيك، وأرفق السيفي والكوفير ليتر.,student_life
شنيّة المَثَل إلّي يتقال كِي واحد يجي يلوم في غيره على عيب هو بيده غارق فيه من راسه لساقيه؟,يقولوا 'الشبكة تضحك على الغربال، وهي كلّها نُقوب'. يضربوه للي يسخر من عيوب الناس وهو عيوبه أكثر منهم وأوضح، يعني كيف ما الشبكة تستهزئ بالغربال اللي ثقوبه صغيرة.,cultural_knowledge
تنجم تقلي شنوّة يتقال لواحد ديما يتدخل في اللي ما يعنيش ويحب يفرض روحه في حكايات خاطياته؟,يقولوا 'يا داخل لبيت مالك فيها نصيب، تخرج من غير عشاء'. يعني اللي يحشر نفسه في أمور الناس ومصالحهم وهو ما عنده فيها حتى دخل، في لاخر باش يخرج بيديه فارغة ويهين نفسه.,cultural_knowledge
آما خير، الواحد يشري Scooter ولا يستعمل النقل العمومي؟,الموتور توفرلك حرية تنقل كبيرة، تربحك وقت في الزحمة، واقتصادية في الايسونس، أما فيها مخاطرة سلامة (لازم خوذة وسياقة حذرة جداً) وتتعب في المطر والسخانة. النقل العمومي (مترو، كار) أرخص وأضمن من ناحية السلامة، أما فيه زحمة، تأخير، وتعب في الانتظار. إذا خدمتك قريبة وتعرف تسوق بحذر، الموتور حل سحري لربح الوقت. وإذا ميزانيتك محدودة وما تحبش مخاطر الكياس، النقل العمومي رغم عيوبه أضمن.,opinions_recommendations
نجم ناخذ دواء الرشح مع أدوية الروماتيزم؟,إي، ما ثمة حتى قلق ولا تعارض بيناتهم. خوذ دواك للرشح وتو ترتاح، أما ديما خلي وقت بيناتهم.,advice_guidance
شنيّة المَثَل إلّي يتقال كِي واحد يجي ينصحك باش ما تعطيش سرّك لبراني، خاطر اللي ما يربطوش بيك دم ما يسترش عيبك وقت العرك؟,يقولوا 'الدّم عمره ما يولي مِي'. المعنى إنّو الأهل والأقارب مهما تعاركت معاهم يبقاو هما السند والستر، الماء في أوّل مشكلة ينجم يسيّب بيك ويفضح أسرارك.,cultural_knowledge
نحب نطلع تذكرة Abonnement للملعب التونسي، منين؟,"الاشتراكات يتباعوا عادة في مقر النادي:
1. تمشي لبارك 'المركب الرياضي للهادي النيفر' بباردو.
2. تجيب نسخة من بطاقة التعريف وتصويرة.
3. تختار نوع الاشتراك (Gradins, Enceinte, Tribune).
4. الاشتراك يخليك تدخل للماتشوات اللي يتلعبوا في بلادك بلاش ما تقص تذكرة كل مرة.",task_oriented
