category,instruction,response
student_life,نحب نولي قرافيك ديزاينر (Graphic Designer)، الـ بورتفوليو (Portfolio) أهم من الـ شهادة؟,في الـ 'ديزاين'، الـ 'بورتفوليو' هو اللي يبيع خدمتك. الـ شهادة باهية، أما الـ 'روكرتور' يحب يشوف الـ 'كرياتيفيتي' والـ 'ستايل' متاعك.
student_life,الـ ريفيزيون بالـ ليل تضر الـ تركيز الصباح؟,تضر إذا ما ترقدش الـ 'سيكل' متاعك كامل. الـ مخ يحتاج الـ 'سليب' (Sleep) باش ينظم لـ معلومات. الـ 'سهر' الزايد يخليك 'ديموتيفيه' الصباح.
student_life,كيفاش نجم نلقى سوجي (Sujet) متاع بي-اف-ولا في الـ فينانس؟,شوف الـ 'فينتيك' (Fintech) ولا الـ 'اناليز' متاع الـ 'بورصة' بالـ 'اي-آي'. الـ مواضيع اللي تربط الـ 'فينانس' بالـ 'تيك' هي المطلوبة توا.
student_life,شنوة نعمل لو كان الـ بروف عطاني نوت مش عادلة؟,اطلب 'ريفزيون' بـ احترام. وري الـ 'ارقومون' متاعك وقارن ورقتك بالـ 'كوريجيه تيب' (Corrigé type). الـ 'هدوء' هو اللي يجيبلك حقك.
student_life,كيفاش نجم نكون افيكاس في الـ ريداکسیون متاع الـ ميموار؟,اكتب كل نهار 'شوية'. الـ 'كونسيتانس' (Consistency) هي اللي تخليك تكمل الـ 'رابور' من غير 'سترس' الـ دقيقة لخرة.
student_life,الـ سيمستر لخر في الـ فاك هو أحسن وقت؟,هو وقت الـ 'نوسطالجي' والـ 'فرحة'. فيه الـ 'تعب' أما فيه الـ 'ساتيسفاكسيون' (Satisfaction) اللي أنت كملت الـ 'باركور' بنجاح.
student_life,كيفاش نجم نحسن الـ بيداقوجي (Pédagogie) متاعي وأنا توتور (Tuteur)؟,استعمل الـ 'انالوجي' (Analogy) والـ أمثلة من الـ 'في ريال'. الـ تبسيط هو قمة الـ 'ماستري' (Mastery) متاع الـ معلومة.
student_life,الـ بورس الجامعية لبرا تحب اكسبريانس جمعياتية؟,برشة 'بورس' كيما (Chevening) ولا (Fulbright) يحبوا الـ 'ليدرشيب' والـ 'فولونتاريا'. يوري اللي أنت انسان 'انقايجد' في المجتمع.
student_life,شنوة الفرق بين الـ سيمينار (Séminaire) والـ وورك-شوب (Workshop)؟,الـ 'سيمينار' فيه 'بريزونتاسيون' ونقاش نظري. الـ 'وورك-شوب' فيه 'براتيك' وتطبيق لـ سكيل معينة في الـ 'ريال تايم'.
student_life,كيفاش نتعامل مع الـ ضغط متاع الـ عايلة نهار الـ ريزولتا؟,اعمل اللي عليك والـ باقي على ربي. الـ 'نوت' مش هي اللي تحدد قيمتك. الـ 'عايلة' في الأخر يحبوك تنجح، كون صريح معاهم.
student_life,كلمة أخيرة لكل طالب تونسي يطمح لـ غدوة خير؟,الـ 'طريق' صعيب أما الـ 'ريوسيت' (Réussite) بنينة برشة. آمن بـ روحك، استثمر في الـ 'سكيلز' متاعك، وتونس فخورة بيك!
student_life,كيفاش نجم ننظم وقتي بين القراية والخدمة البارت-تايم؟,لازمك تعمل سكيدجول واضح. استعمل جوجل كالندر وحط فيه السلوتس متاع الخدمة ومتاع الريفيزيون باش ما يداخلولكش الخطوط.
student_life,شنوة أحسن طريقة باش نراجع للامتحانات متاع المات؟,المات يحب البراكتيس. ما تكتفيش بقراية القواعد، لازمك تخدم برشة بروبلمز وتحل الامتحانات القديمة باش تاخذ الفيدباك على مستواك.
student_life,كيفاش نجم نلقى انترنشيب باهية في الصيف؟,ابني بروفايل قوي على لينكد إن وابدا لوج بكري. ابعث السي في متاعك للشركات اللي عندها جود ريبيوتيشن في الدومين متاعك.
student_life,نحس روحي ديما مضغوط، كيفاش نهندل السترس؟,اعمل بريكس قصار وقت القراية. جرب التكنيك متاع البومودورو، تخدم خمسة وعشرين دقيقة وترتاح خمسة دقائق باش تريفرش مخك.
student_life,شنوة نعمل لو كان نلقى صعوبة في فهم ليرنينق ماتيريال معينة؟,لوج على فيديوهات في يوتيوب يفسروا نفس التوبيك بطريقة ابسط. ساعات الستوريتيلينق يخليك تفهم الكونسبت خير من اللاشكتر.
student_life,الريفيزيون في قروب باهية ولا تضيع الوقت؟,تكون باهية كي تبدا مع ناس عندهم نفس القول. تنجموا تعملوا شيرينق للمعلومات وتفسروا لبعضكم التوبيكس الصعاب.
student_life,كيفاش نحسن الانجلش متاعي باش نقرا الارتيكلز الجداد؟,اسمع برشة بودكاستس واتفرج في فيديوهات تعليمية. حاول تعمل نوتس بالانجلش باش تتعود على التيرمينولوجي متاع اختصاصك.
student_life,شنوة اهمية السوفت سكيلز للطلبة؟,مهمة برشة خاطر تخليك تعرف كيفاش تعمل كوميونيكايشن مع التيم وتهندل البروبلمز اللي ينجموا يعرضوك في الكاريار متاعك.
student_life,كيفاش نختار التوبيك متاع البي اف اي (PFE)؟,اختار حاجة فيها تريند ومطلوبة في الماركت. لازم التوبيك يكون فيه بروبلم واضحة تحب تلقالها سولوشين بالريسرش متاعك.
student_life,شنوة نعمل لو كان البريزنتيشين تولدلي برشة توتر؟,تمرن قدام المراية ولا قدام اصحابك. اعمل سلايدز واضحين فيهم برشة فيجوالز وشوية تكست باش مخك ما يتبلوكاوش وقت التوك.
student_life,الاونلاين كورسز ينفعوا في السي في؟,اكيد، يوريو اللي انت عندك سلف-ليرنينق سكيل وقاعد تعمل ابديت للمعلومات متاعك بعيد على القراية الكلاسيكية.
student_life,كيفاش نتعامل مع اصحابي اللي يحبوا ديما يخرجو وقت الامتحانات؟,لازمك تعرف تقول لا. حط البرايوريتيز متاعك في القراية وفهمهم اللي انت محتاج تركز باش توصل للتارقت متاعك.
student_life,شنوة احسن وقت للقراية؟ الصباح ولا الليل؟,هذا يعتمد على البايولوجيكال كلوك متاعك. فما ناس يكونوا برودكتيف الصباح وناس اخرين يركزوا خير في الليل كي تبدا الدنيا ساكتة.
student_life,كيفاش نجم نلقى ريسورسز بلاش لقرايتي؟,فما بلات فورمز كيما كورسيرا و ايديكس يعطيو كورسز بلاش. زادة استعمل الجوجل سكولار باش تلقى بيبرز وريسرش باهيين.
student_life,نحب نتعلم الكودينق، باش تنصحني نبدا؟,ابدا ببايثون خاطر السينتاكس متاعها ساهل وتفهمك اللوجيك متاع البروقرامينق. فما برشة فري تيتوريالز اونلاين يعاونوك.
student_life,شنوة نعمل لو كان نلقى السيستم متاع الجامعة معقد؟,اسال الطلبة اللي يسبقوك، عندهم اكسبيريانس ويعرفوا كيفاش يتعاملوا مع الادمنستريشن والبروسيدجرز المعقدة.
student_life,القهوة تعاون بالحق في التركيز؟,تعاون بصفة مؤقتة خاطر فيها كافيين، اما ما تبالغش باش ما تأثرلكش على السليب كواليتي متاعك وتولي ديما فادد.
student_life,كيفاش نكتب ايميل بروفيشينال للاستاذ؟,استعمل سوبجيكت واضح، ابدا بتحية رسمية، وكون دايركت في الريكويست متاعك. ما تنساش تشكرو في الاخر وتكتب اسمك كامل.
student_life,شنوة نعمل كي نلقى روحي ما عادش عندي موتيفيشين؟,تذكر علاش بديت من الاول والقول اللي تحب توصلو. خوذ بريك طويل تريستارتي فيه الانرجي متاعك وارجع بشوية بشوية.
student_life,كيفاش ننظم الفايلز متاع القراية في اللابتوب؟,اعمل فولدر لكل سيمستر، وداخل كل فولدر حط الماتيريالز متاع كل سوجكت وحدها. سمي الفايلز بوضوح باش تلقاهم ايزي.
storytelling,احكيلي على نهار ضعت فيه في نهوج المدينة العربي وكيفاش سلكتها.,كنت نتمشى في نهوج المدينة العربي في تونس العاصمة، غواني جمال البيبان والزخارف لين لقيت روحي في بلاصة ما نعرفهاش. حاولت نرجع منين جيت أما النهوج الكل بدات تشبه لبعضها وزيد التليفون كمل عليا الشارج. سألت راجل كبير كان قاعد قدام حانوت عطار، ضحك وقالي 'يا وليدي المدينة تدخللها برجليك وتخرج منها بقلبك'، وعتاني الثنية الصحيحة. تعلمت من النهار هذاكا اللي في الزنقة الضيقة، أحسن بوصلة هي التواصل مع الناس اللي يعرفوا الحومة بالباهي.
storytelling,فسرلي كيفاش واحد ينجم يقوم بعد ما يفشل في مشروع تعب عليه برشا.,عندي صديق حل مشروع صغير لبيع المنتوجات التقليدية وتعب عليه ليل ونهار، أما للأسف الحسابات ما مشاتش واضطر يسكر بعد عام. في البداية دخل في حالة إحباط كبيرة وحس اللي مجهوده مشى خسارة، لكن بعد مدة قرر يراجع أغلاطه ويشوف وين كان الخلل بالضبط. بدا يقرى في تقنيات التسويق الرقمي وحسن من طريقة تسييره للميزانية، واليوم عاود حل مشروع جديد وقاعد يكبر بخطى ثابتة. القصة هذي تعلمك اللي الفشل مش نهاية الطريق، بل هو مجرد درس قاسي يحضرك لنجاح أكبر وأضمن.
storytelling,نحبك تحكيلي على تاريخ مدينة القيروان وعلاش عندها قيمة كبيرة عندنا.,مدينة القيروان تأسست في القرن الأول للهجرة على يد عقبة بن نافع، وكانت منارة للعلم والدين في كامل شمال إفريقيا. المدينة هذي عرفت عصور ذهبية خاصة في عهد الأغالبة، وين تبنى فيها جامع عقبة العظيم اللي مازال شاهد على عظمة الهندسة المعمارية الإسلامية. عبر التاريخ، القيروان ما كانتش مجرد قلعة عسكرية، بل كانت مركز تجاري وثقافي يربط بين الشرق والغرب. لليوم، وقت اللي تمشي لأسواقها وتشم ريحة المقروض وتشوف الزربية القيروانية، تحس بروح التاريخ وبالتراث اللي ورثناه على جدودنا وقعد فخر لتونس.
storytelling,كيفاش تتعدى أجواء تحضير الحلويات في دار تونسية قبل العيد؟,تحضيرات الحلويات تبدا قبل العيد بجمعة، وين تتلم العايلة والنساء الكل في دار الجدة ويبداو يقسموا في المهام. وحيدة تنقي في اللوز، وأخرى تعجن في الغريبة، والريحة البنينة تعبي الدار والنهج الكل وتعمل جو خاص. بالرغم من التعب والسهرية لليلة كاملة قدام الكوشة، إلا أن الضحك والحكايات يخليو الوقت يتعدى في رمشة عين. في لخر، تتعبى السواني بأشكال وألوان تشرح القلب، وتتحط الزينة فوق الطاولة كرمز للفرحة واللمة اللي هي أغلى من الحلو في حد ذاته.
